respondent_id,Completed,Termination_Point,A1_purchased_snack,A2_gender,A3_age,A4_province,TV_Channel_A,TV_Channel_B,TV_Channel_C,TV_Channel_D,TV_Channel_E,A6_PotatoChips,A6_Popcorn,A6_Pretzels,A6_Chocolate,A6_GranolaBars,A6_FruitSlices,Exposed_Flag,B1_Unaided_BrandAwareness,B2_Aided_BrandAwareness,B2a_Overall_Impression,B3_Familiarity_BrandX,B4_Consideration_BrandX,B5_Recommendation_BrandX,C1_Ad_Recall_Pre,C2_Ad_Source,C3_Ad_Recall_Post,C4_Ad_Enjoyment,C5_Ad_Attitudes,C6_Key_Message_Unaided,C7_Key_Message_Aided,D1_Grocery_Shopper_Role,D2_Snack_Purchase_Frequency,D3_Weekly_Snack_Spend,D4_Employment_Status,D5_Education_Level,D6_Marital_Status,D7_Children,D8_Children_Age,D9_Community_Type,D10_Household_Income,Completion_Time
45,1,Completed,1,1,1,British Columbia,3,1,2,4,4,4,3,2,3,2,1,1,"BrandX, Takis","2, 4, 6","Lay's:6, Ruffles:8, Kettle Brand:10",4,5,10,1,2,1,4,"3, 5, 5, 4, 5, 5",Really enjoyed the ad and the message of fresh flavors,7,2,2,2,5,2,2,2,,1,2,3.3
602,1,Completed,1,1,2,Quebec,5,5,1,1,5,1,3,4,1,3,1,0,"Bugles, Pringles, Hawaiian","1, 7","Brand X:9, Herr's:3",1,3,7,,,,,,,,1,1,2,1,2,2,1,"3, 4",1,6,44.8
406,1,Completed,1,2,6,Manitoba,1,3,5,1,1,4,4,1,3,4,3,1,"KettleChip, BrandX","1, 3, 4","Brand X:5, Pringles:6, Ruffles:3",5,5,8,1,2,1,2,"5, 4, 4, 3, 5, 5",Too repetitive for my taste,7,1,5,1,6,4,2,2,,1,5,37.6
745,1,Completed,1,1,1,Ontario,5,5,1,1,1,1,1,4,2,4,2,0,Cheetos,"2, 4, 8","Lay's:4, Ruffles:2, Other:3",3,3,7,,,,,,,,1,2,2,6,2,1,2,,3,7,43.9
982,1,Completed,1,1,1,Ontario,5,5,5,1,4,3,3,4,4,3,2,0,"CapeCod, BhujaSnax","3, 4, 7","Pringles:4, Ruffles:10, Herr's:4",5,5,8,,,,,,,,2,3,2,6,3,1,2,,2,3,36.8
507,1,Completed,1,1,5,Quebec,5,5,5,2,4,3,3,3,2,3,4,0,"CapeCod, Hawaiian","1, 6","Brand X:10, Kettle Brand:6",2,4,6,,,,,,,,2,1,1,2,3,1,1,4,1,4,6.1
325,1,Completed,1,1,4,British Columbia,3,1,4,4,3,2,4,1,3,2,3,1,"Cheetos, Doritos, BrandX","2, 4, 5","Lay's:5, Ruffles:4, Utz:7",3,5,8,1,1,1,5,"2, 4, 4, 4, 4, 4",Good visuals and appealing soundtrack,1,1,4,2,2,3,1,1,1,1,2,11.4
994,1,Completed,1,2,3,Saskatchewan,5,5,1,4,4,3,1,3,4,4,4,0,"Herrs, OnionRings","1, 2, 3, 5","Brand X:5, Lay's:2, Pringles:6, Utz:3",3,3,8,,,,,,,,1,2,1,8,5,1,2,,1,1,8.2
169,1,Completed,1,1,4,Ontario,2,4,1,5,2,1,1,4,3,3,4,1,"BrandX, Wise","1, 2","Brand X:10, Lay's:4",5,5,8,2,,2,3,"4, 2, 4, 4, 5, 5","It was okay, but nothing special",1,1,2,3,1,1,2,1,"2, 3, 4",1,4,37.2
138,1,Completed,1,1,6,Ontario,1,4,2,5,5,4,3,3,1,3,1,1,SunChips,"1, 5","Brand X:6, Utz:3",5,5,8,2,,1,5,"5, 2, 5, 3, 5, 5",Good visuals and appealing soundtrack,6,1,1,1,1,2,3,2,,1,2,14.6
423,1,Completed,1,2,2,Ontario,1,1,4,2,1,2,2,1,4,2,1,1,"Lays, BrandX","6, 7","Kettle Brand:2, Herr's:6",5,5,8,1,4,1,4,"5, 4, 4, 5, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,1,2,2,1,3,2,1,"1, 2, 3",1,3,18.6
221,1,Completed,1,2,1,Ontario,5,3,4,3,2,2,1,1,4,2,2,1,"Utz, ChexMix","3, 6","Pringles:2, Kettle Brand:3",5,5,10,1,1,1,4,"5, 4, 2, 2, 5, 3","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",5,1,2,1,5,2,1,2,,1,3,34
680,1,Completed,1,2,2,Quebec,5,5,3,4,5,1,2,1,2,3,4,0,Doritos,"3, 4, 5","Pringles:8, Ruffles:10, Utz:6",5,5,8,,,,,,,,2,1,5,5,2,2,2,,3,2,37
226,1,Completed,1,2,1,Ontario,2,4,5,2,3,4,3,3,2,4,3,1,BrandX,"1, 4, 5, 7","Brand X:3, Ruffles:6, Utz:10, Herr's:5",5,5,10,1,7,1,4,"4, 5, 5, 3, 4, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,3,1,2,2,2,1,1,2,,1,4,35.3
455,1,Completed,1,2,5,Alberta,3,5,1,4,5,1,3,2,4,4,2,1,Cheetos,"2, 4, 6","Lay's:4, Ruffles:6, Kettle Brand:7",5,5,8,1,5,1,4,"3, 5, 5, 5, 3, 5",Loved the upbeat feel and the emphasis on quality ingredients,6,2,2,1,7,4,3,1,"1, 3, 4",1,2,36.4
520,1,Completed,1,1,2,Ontario,5,5,1,1,5,2,2,4,2,1,4,0,"Zapps, OnionRings","1, 4","Brand X:4, Ruffles:3",5,5,7,,,,,,,,1,2,2,3,3,1,2,,2,2,33.8
944,1,Completed,1,2,4,Quebec,5,5,3,2,2,2,4,3,1,3,2,0,"Doritos, MissVickie","1, 6","Brand X:3, Kettle Brand:1",4,4,5,,,,,,,,2,6,1,3,2,2,1,"1, 4",2,5,32.3
628,1,Completed,1,1,4,Quebec,5,5,1,4,3,2,2,1,1,2,3,0,Cheetos,"2, 3, 5","Lay's:5, Pringles:9, Utz:7",2,3,4,,,,,,,,1,2,2,6,2,2,2,,1,7,32.3
580,1,Completed,1,1,3,Ontario,5,5,3,1,2,2,2,4,4,3,1,0,Cheetos,"2, 3, 5","Lay's:7, Pringles:5, Utz:8",1,5,6,,,,,,,,1,4,1,5,4,2,2,,1,2,19.7
356,1,Completed,1,2,5,Ontario,1,2,3,3,3,3,3,4,3,1,4,1,"Wise, Herrs","2, 4, 6, 7","Lay's:4, Ruffles:5, Kettle Brand:4, Herr's:6",5,5,8,2,,3,5,"5, 4, 2, 4, 5, 3","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",7,2,1,5,1,1,2,1,3,1,2,26.5
865,1,Completed,1,1,2,Quebec,5,5,5,1,1,4,3,1,1,2,1,0,"KettleChip, Tims","1, 2, 3","Brand X:10, Lay's:6, Pringles:9",4,4,8,,,,,,,,2,3,2,1,4,1,2,,1,6,8.2
758,1,Completed,1,1,3,Ontario,5,5,5,5,4,2,3,2,1,2,3,0,"CapeCod, Cheetos","1, 3, 4","Brand X:3, Pringles:3, Ruffles:8",4,4,6,,,,,,,,1,2,2,5,1,1,1,2,1,6,39.8
137,1,Completed,1,2,2,Quebec,4,4,1,5,4,1,2,2,1,1,1,1,BrandX,"2, 5, 8","Lay's:2, Utz:2, Other:4",5,5,9,2,,1,3,"1, 4, 5, 5, 2, 4",Not very memorable,3,1,2,3,3,2,2,2,,1,4,13.1
3024,0,A1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
956,1,Completed,1,1,1,Quebec,5,5,3,5,3,1,3,2,4,4,4,0,Pringles,"1, 2, 3, 6","Brand X:7, Lay's:7, Pringles:3, Kettle Brand:2",4,4,9,,,,,,,,1,2,2,1,3,2,1,"1, 2, 4",1,3,43.6
3040,0,A1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4
3006,0,A6,1,2,6,Ontario,5,3,2,1,3,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,5.2
976,1,Completed,1,2,5,Ontario,5,5,5,5,4,2,2,3,3,2,3,0,Cheetos,"1, 4, 5","Brand X:5, Ruffles:1, Utz:2",4,4,7,,,,,,,,1,1,1,1,1,2,1,3,2,3,29.2
910,1,Completed,1,2,6,Ontario,5,5,2,2,4,4,4,4,3,3,1,0,"OnionRings, BhujaSnax, MissVickie","2, 3, 6, 7","Lay's:5, Pringles:6, Kettle Brand:3, Herr's:2",5,5,7,,,,,,,,1,2,2,1,2,2,2,,1,2,43.3
2014,1,Completed,1,1,4,Alberta,5,5,1,3,2,3,3,3,1,2,4,0,Hawaiian,"3, 7","Pringles:10, Herr's:3",3,3,5,,,,,,,,1,1,2,1,3,2,1,3,2,3,1.8
294,1,Completed,1,1,1,Saskatchewan,5,4,3,5,3,2,2,2,4,4,1,1,"ChexMix, BrandX","3, 6, 7, 8","Pringles:8, Kettle Brand:6, Herr's:5, Other:2",5,5,8,1,3,1,5,"1, 5, 5, 4, 5, 2","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,1,4,4,6,1,1,2,,2,7,44.5
3050,0,MidSurvey,1,1,2,Ontario,2,2,1,3,3,4,4,3,2,2,4,1,"Ranchritos, Zapps","2, 7","Lay's:9, Herr's:5",3,4,5,,,,,,,,,,,,,,,,,,37.5
3004,0,A1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5
732,1,Completed,1,2,1,British Columbia,5,5,2,1,1,4,1,2,2,3,3,0,Zapps,"3, 5, 6, 7","Pringles:3, Utz:2, Kettle Brand:7, Herr's:8",2,2,6,,,,,,,,1,1,2,1,1,1,1,"2, 3",2,5,25.2
792,1,Completed,1,1,5,Ontario,5,5,4,3,4,3,1,3,1,2,2,0,"Ruffles, Takis","2, 3, 7, 8","Lay's:8, Pringles:5, Herr's:5, Other:2",3,4,7,,,,,,,,1,5,2,1,1,2,2,,2,3,17.7
836,1,Completed,1,1,1,Ontario,5,5,5,1,2,3,3,3,3,3,2,0,BhujaSnax,"1, 4, 5","Brand X:6, Ruffles:7, Utz:8",4,4,8,,,,,,,,1,1,2,1,5,2,2,,1,1,34.4
772,1,Completed,1,2,6,Ontario,5,5,1,5,3,4,4,2,4,3,1,0,"CapeCod, SunChips","1, 3, 4","Brand X:8, Pringles:6, Ruffles:5",4,4,8,,,,,,,,1,1,4,3,3,2,1,4,3,3,37.7
741,1,Completed,1,2,4,Quebec,5,5,3,4,5,3,4,1,2,1,4,0,Doritos,"1, 4, 7","Brand X:6, Ruffles:1, Herr's:9",5,5,6,,,,,,,,1,2,2,1,4,1,1,3,2,5,4.4
11,1,Completed,1,2,1,British Columbia,4,4,4,3,2,4,3,3,4,4,2,1,"Ruffles, Wise","4, 5, 6","Ruffles:5, Utz:6, Kettle Brand:4",5,5,8,1,5,1,4,"3, 4, 5, 5, 5, 5",Loved the upbeat feel and the emphasis on quality ingredients,3,2,4,1,1,2,2,2,,3,4,27.6
323,1,Completed,1,1,4,Quebec,2,3,4,3,4,4,3,2,3,3,4,1,CapeCod,"1, 3, 4","Brand X:4, Pringles:1, Ruffles:9",5,5,8,2,,1,4,"5, 5, 5, 5, 3, 5",Really enjoyed the ad and the message of fresh flavors,5,1,2,4,1,3,2,2,,1,1,41.7
541,1,Completed,1,1,3,Alberta,5,5,2,2,5,3,4,3,2,4,2,0,"Cheetos, Ranchritos","1, 4","Brand X:10, Ruffles:3",3,3,7,,,,,,,,1,2,2,1,1,1,1,"1, 2",2,2,12.5
252,1,Completed,1,1,3,Ontario,3,5,4,5,3,2,3,1,1,2,2,1,"BrandX, Utz, Ruffles","3, 4, 5, 7","Pringles:4, Ruffles:8, Utz:8, Herr's:6",5,5,8,1,6,1,3,"2, 2, 4, 3, 5, 2",I found it somewhat boring,1,1,2,2,7,3,1,1,"1, 4",1,1,18.7
208,1,Completed,1,2,3,Quebec,2,2,4,1,2,1,3,1,3,4,1,1,"Bugles, BrandX","4, 5, 6, 7","Ruffles:9, Utz:10, Kettle Brand:2, Herr's:4",4,5,8,1,3,1,2,"5, 5, 5, 5, 5, 4",Not very memorable,4,1,5,1,1,3,2,2,,1,2,26.9
394,1,Completed,1,1,1,Quebec,2,5,4,3,1,4,1,2,2,3,1,1,BrandX,"1, 3, 5, 7","Brand X:7, Pringles:4, Utz:8, Herr's:3",5,5,9,1,1,1,1,"4, 3, 1, 4, 4, 2",I found it somewhat boring,5,3,4,3,1,2,2,2,,1,2,9.8
637,1,Completed,1,1,3,British Columbia,5,5,2,4,2,4,2,3,2,1,2,0,"Munchies, Wise","6, 7","Kettle Brand:5, Herr's:7",2,3,6,,,,,,,,1,4,4,6,4,2,2,,2,2,33.5
70,1,Completed,1,1,6,Quebec,2,2,3,4,2,3,1,3,3,3,1,1,"Munchies, BrandX","4, 5","Ruffles:2, Utz:9",5,5,8,1,3,1,5,"4, 5, 4, 5, 5, 5",It made me think of fun snacking moments,6,1,1,6,2,3,3,1,2,2,4,9.7
674,1,Completed,1,1,1,Ontario,5,5,4,3,5,3,3,3,2,3,2,0,"BrandX, PopChips","1, 2, 4, 7","Brand X:9, Lay's:2, Ruffles:2, Herr's:9",5,5,9,,,,,,,,1,2,2,8,3,2,1,"2, 3, 4",1,1,21.5
195,1,Completed,1,2,3,Ontario,1,2,4,4,1,4,1,2,4,3,3,1,"Krunchers, BrandX","4, 5, 7","Ruffles:3, Utz:9, Herr's:6",5,5,8,1,3,1,4,"5, 5, 5, 3, 4, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,1,2,1,6,4,2,1,2,1,2,19.3
650,1,Completed,1,1,2,Ontario,5,5,1,2,3,4,2,3,3,2,4,0,CapeCod,"1, 4, 7","Brand X:4, Ruffles:5, Herr's:7",1,3,6,,,,,,,,2,2,3,7,5,1,1,"1, 3, 4",1,2,39
573,1,Completed,1,1,1,Ontario,5,5,5,5,3,3,2,3,4,1,2,0,"MissVickie, Wise","3, 4, 5","Pringles:7, Ruffles:6, Utz:7",1,5,6,,,,,,,,2,6,1,1,2,1,2,,1,1,29
854,1,Completed,1,2,6,Ontario,5,5,4,1,4,3,2,1,3,3,2,0,Munchies,"2, 3, 4, 6, 8","Lay's:3, Pringles:7, Ruffles:3, Kettle Brand:5, Other:2",4,4,7,,,,,,,,1,1,1,3,2,2,1,1,1,1,37
113,1,Completed,1,2,6,Ontario,4,1,2,1,5,1,3,3,3,2,4,1,BrandX,"2, 3","Lay's:1, Pringles:6",5,5,9,1,9,1,5,"5, 3, 5, 4, 5, 4",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,3,2,2,1,3,2,1,"2, 3",1,4,29.8
326,1,Completed,1,1,6,Alberta,4,4,4,2,2,4,4,3,2,2,2,1,BrandX,"1, 3, 8","Brand X:5, Pringles:2, Other:5",5,5,8,1,4,1,5,"2, 4, 5, 5, 3, 5",It made me think of fun snacking moments,1,1,2,1,2,1,2,2,,1,5,22.2
613,1,Completed,1,1,5,Ontario,5,5,2,4,5,3,1,3,3,4,2,0,"Smartfood, Funyuns","1, 3, 6","Brand X:6, Pringles:5, Kettle Brand:9",4,5,4,,,,,,,,1,1,2,5,1,1,1,"2, 3, 4",2,3,23.3
313,1,Completed,1,2,2,Alberta,2,3,3,2,1,1,3,4,3,4,2,1,"BhujaSnax, BrandX, Zapps","4, 5, 6, 7","Ruffles:7, Utz:9, Kettle Brand:6, Herr's:10",2,5,7,1,3,1,4,"5, 5, 5, 4, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",4,1,1,1,3,1,1,1,"1, 2, 4",1,4,21
433,1,Completed,1,2,2,British Columbia,2,2,3,3,2,2,3,3,4,2,4,1,BrandX,"2, 5, 6","Lay's:4, Utz:2, Kettle Brand:3",5,5,9,2,,2,5,"5, 5, 1, 5, 5, 5",Good visuals and appealing soundtrack,3,1,2,1,1,1,2,2,,1,2,4.7
503,1,Completed,1,2,4,British Columbia,5,5,5,4,1,3,2,4,2,2,3,0,"Hawaiian, PopChips","2, 3, 8","Lay's:3, Pringles:8, Other:10",2,3,5,,,,,,,,1,2,1,1,2,1,1,"1, 4",1,4,4.4
342,1,Completed,1,2,3,Quebec,3,1,5,3,4,2,3,3,3,2,3,1,"OnionRings, Pringles","1, 2, 3, 5","Brand X:5, Lay's:1, Pringles:7, Utz:5",5,5,8,1,1,1,3,"1, 5, 4, 5, 2, 2",I found it somewhat boring,2,1,1,2,6,2,1,1,2,1,3,42.9
719,1,Completed,1,2,3,Ontario,5,5,3,4,2,4,3,1,3,3,4,0,"BhujaSnax, Takis, Funyuns","2, 6, 7","Lay's:3, Kettle Brand:4, Herr's:3",3,4,6,,,,,,,,1,2,2,1,1,2,2,,1,3,38.3
612,1,Completed,1,2,5,Ontario,5,5,3,3,4,1,1,1,2,3,1,0,"Doritos, Funyuns","1, 2","Brand X:3, Lay's:5",2,3,8,,,,,,,,1,5,2,1,3,2,2,,1,2,25.3
990,1,Completed,1,2,5,Saskatchewan,5,5,4,5,5,4,1,2,4,3,3,0,BhujaSnax,"1, 2, 4","Brand X:4, Lay's:8, Ruffles:8",4,4,6,,,,,,,,1,2,2,6,3,2,2,,2,5,34.6
508,1,Completed,1,2,4,Ontario,5,5,1,4,2,2,4,1,2,4,3,0,Doritos,"1, 2, 5","Brand X:3, Lay's:7, Utz:9",3,4,7,,,,,,,,1,4,4,1,2,2,1,4,1,3,7.9
623,1,Completed,1,1,2,Manitoba,5,5,2,2,5,2,2,4,3,1,1,0,Lays,"3, 5, 6","Pringles:8, Utz:3, Kettle Brand:6",5,5,6,,,,,,,,1,2,2,1,1,2,1,"1, 2",2,5,35.6
442,1,Completed,1,1,5,Quebec,1,1,4,2,5,1,2,1,2,2,2,1,"Pringles, BrandX","1, 2, 4, 5","Brand X:7, Lay's:5, Ruffles:5, Utz:4",5,5,8,1,3,1,4,"5, 1, 2, 5, 3, 4","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,1,3,1,1,1,2,2,,1,1,32
796,1,Completed,1,2,3,Ontario,5,5,3,3,4,4,2,1,2,1,3,0,"BrandX, PopChips","5, 7","Utz:5, Herr's:3",3,4,7,,,,,,,,2,4,1,1,3,2,2,,3,5,27.3
282,1,Completed,1,2,4,Alberta,4,1,3,1,5,1,2,4,2,2,4,1,BrandX,"1, 2, 3, 5","Brand X:6, Lay's:3, Pringles:4, Utz:6",5,5,8,3,,2,4,"4, 4, 5, 1, 5, 3",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,1,2,2,3,3,3,1,4,2,7,10.6
408,1,Completed,1,2,3,Ontario,4,3,2,2,4,3,1,3,3,4,3,1,"Pringles, BrandX","2, 3","Lay's:8, Pringles:4",5,5,8,1,8,1,5,"5, 5, 2, 5, 4, 4",Really enjoyed the ad and the message of fresh flavors,2,1,1,6,1,4,1,1,"1, 2, 3",2,2,28.1
188,1,Completed,1,2,3,Ontario,3,4,5,1,5,1,1,3,3,3,3,1,PakiChips,"5, 7","Utz:9, Herr's:5",5,5,10,1,7,1,4,"5, 5, 1, 4, 5, 4",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,3,1,2,2,3,1,2,2,,1,2,27.5
443,1,Completed,1,2,5,Ontario,5,1,1,1,3,3,2,4,2,3,2,1,BrandX,"4, 5, 6","Ruffles:7, Utz:9, Kettle Brand:6",4,5,9,2,,3,5,"5, 5, 4, 5, 5, 5",Great taste and crunch,2,1,1,2,1,2,1,1,"2, 3",1,5,3.2
635,1,Completed,1,1,4,Ontario,5,5,1,2,4,1,4,2,3,2,2,0,Ruffles,"2, 5","Lay's:2, Utz:10",3,4,6,,,,,,,,2,2,1,5,1,5,2,,1,1,19.1
882,1,Completed,1,2,6,Ontario,5,5,4,1,3,3,2,3,3,4,1,0,"Zapps, CapeCod","1, 3, 5, 7","Brand X:10, Pringles:7, Utz:8, Herr's:7",3,3,6,,,,,,,,1,2,2,2,1,2,1,1,1,2,29.4
460,1,Completed,1,1,4,Prince Edward Island,4,5,4,2,2,2,3,3,3,4,1,1,BrandX,"3, 4, 5","Pringles:6, Ruffles:3, Utz:3",5,5,7,1,8,1,4,"5, 5, 3, 4, 5, 5",Good visuals and appealing soundtrack,6,2,4,2,1,1,2,2,,2,3,34.1
93,1,Completed,1,2,3,Alberta,4,2,4,3,2,4,4,3,3,2,3,1,"Ranchritos, KettleChip, Ruffles","2, 3, 4","Lay's:2, Pringles:8, Ruffles:2",4,5,8,1,2,1,2,"5, 5, 5, 5, 5, 3","It was okay, but nothing special",3,1,2,2,1,1,3,2,,3,2,17.4
411,1,Completed,1,2,1,Ontario,4,2,4,3,3,2,1,3,4,4,4,1,BrandX,"1, 3, 7, 8","Brand X:3, Pringles:4, Herr's:6, Other:6",5,5,7,1,6,1,5,"4, 5, 2, 2, 4, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,6,1,2,1,1,1,2,1,"1, 2",2,6,40.1
652,1,Completed,1,2,5,British Columbia,5,5,4,1,4,3,2,3,2,4,2,0,"Ranchritos, Bugles, Zapps","4, 5, 6","Ruffles:9, Utz:5, Kettle Brand:9",2,2,6,,,,,,,,1,2,2,1,2,2,1,"3, 4",2,2,24.2
708,1,Completed,1,1,5,British Columbia,5,5,4,1,4,2,1,3,2,2,2,0,Ruffles,"2, 6","Lay's:4, Kettle Brand:4",1,5,8,,,,,,,,1,1,1,1,3,3,1,4,3,2,16.2
575,1,Completed,1,1,1,Ontario,5,5,1,2,3,3,3,1,4,2,4,0,BhujaSnax,"3, 5, 6","Pringles:8, Utz:3, Kettle Brand:4",5,5,10,,,,,,,,1,2,1,1,2,1,2,,1,5,19.1
3044,0,A6,1,1,3,New Brunswick,1,1,4,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,20.7
504,1,Completed,1,2,6,Quebec,5,5,4,3,3,2,1,4,3,2,4,0,"Cheetos, Popcorners, ChexMix","1, 5","Brand X:3, Utz:3",4,5,7,,,,,,,,2,2,5,1,1,1,2,,1,3,32.9
687,1,Completed,1,1,2,Alberta,5,5,1,4,5,2,2,2,4,3,4,0,Zapps,"4, 5, 7","Ruffles:5, Utz:2, Herr's:3",5,5,8,,,,,,,,1,1,4,1,2,2,1,1,2,1,5.5
476,1,Completed,1,2,5,Ontario,3,4,1,1,3,4,3,3,2,1,3,1,"Munchies, BhujaSnax","5, 6, 7","Utz:3, Kettle Brand:5, Herr's:9",5,5,8,1,9,1,5,"1, 5, 5, 3, 4, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",2,1,3,2,1,1,2,1,"1, 2, 4",1,3,28.6
2012,1,Completed,1,1,5,Quebec,5,5,4,4,5,3,2,2,1,2,3,0,"Lays, Krunchers","4, 5, 7, 8","Ruffles:9, Utz:6, Herr's:9, Other:8",3,3,6,,,,,,,,3,4,1,6,2,2,1,"1, 3, 4",1,2,55.1
558,1,Completed,1,2,3,Quebec,5,5,4,2,4,3,3,4,4,3,1,0,"Pringles, MissVickie, Herrs","2, 3, 4","Lay's:8, Pringles:5, Ruffles:6",4,4,7,,,,,,,,1,2,2,1,2,1,1,4,1,3,26.2
815,1,Completed,1,2,3,Ontario,5,5,1,5,3,3,4,2,2,2,2,0,"Ranchritos, Herrs","2, 3, 4","Lay's:7, Pringles:9, Ruffles:2",4,4,7,,,,,,,,1,2,1,1,2,1,1,4,2,2,12.2
659,1,Completed,1,2,4,Ontario,5,5,1,5,3,2,2,4,3,3,3,0,"MissVickie, Smartfood","2, 5","Lay's:9, Utz:7",4,4,8,,,,,,,,1,3,1,5,3,1,2,,1,7,19.2
131,1,Completed,1,1,2,Newfoundland and Labrador,2,1,2,3,3,3,4,4,3,4,3,1,Wise,"1, 2, 7, 8","Brand X:2, Lay's:6, Herr's:10, Other:6",4,5,6,1,8,1,4,"2, 4, 5, 5, 5, 5",The ad was entertaining and memorable,4,1,4,2,1,1,2,2,,3,3,30.9
3005,0,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
563,1,Completed,1,2,4,Ontario,5,5,1,2,2,4,3,3,3,3,4,0,"Munchies, Herrs","1, 3, 5, 6","Brand X:4, Pringles:7, Utz:6, Kettle Brand:3",3,5,8,,,,,,,,2,2,1,1,3,2,1,1,1,4,13.9
610,1,Completed,1,2,5,Ontario,5,5,3,4,1,3,3,4,3,4,1,0,KettleChip,"1, 4, 5","Brand X:4, Ruffles:7, Utz:9",5,5,7,,,,,,,,1,1,1,1,1,2,2,,2,2,9.5
198,1,Completed,1,1,3,British Columbia,4,4,5,2,1,1,3,1,2,3,1,1,Doritos,"3, 4, 6","Pringles:3, Ruffles:4, Kettle Brand:6",4,5,8,1,8,1,5,"4, 4, 4, 2, 5, 2",Really enjoyed the ad and the message of fresh flavors,2,2,4,1,5,2,1,1,1,1,2,21.7
216,1,Completed,1,1,6,British Columbia,5,3,5,2,2,3,4,3,4,2,2,1,"Fritos, PopChips","2, 4, 5, 7","Lay's:9, Ruffles:8, Utz:4, Herr's:1",4,5,10,2,,2,3,"1, 5, 5, 4, 2, 4",Too repetitive for my taste,1,1,1,3,1,4,1,2,,1,2,40.9
751,1,Completed,1,1,1,Ontario,5,5,4,1,4,3,3,4,4,2,3,0,"Ruffles, SunChips, Popcorners","1, 3, 5, 7","Brand X:7, Pringles:7, Utz:2, Herr's:4",3,5,6,,,,,,,,3,4,1,1,1,4,2,,3,6,14.8
937,1,Completed,1,1,5,Ontario,5,5,5,5,2,4,3,1,3,3,3,0,"Zapps, CapeCod","5, 6, 8","Utz:8, Kettle Brand:9, Other:6",3,4,8,,,,,,,,2,2,5,2,3,5,1,"1, 4",3,5,42.7
18,1,Completed,1,2,6,Quebec,4,2,5,4,4,4,4,4,2,4,3,1,MissVickie,"1, 2, 5","Brand X:7, Lay's:4, Utz:7",5,5,8,2,,2,5,"1, 3, 2, 4, 5, 4",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,7,2,2,1,5,1,2,1,3,2,3,32.9
1000,1,Completed,1,2,1,British Columbia,5,5,4,4,2,3,4,2,1,1,3,0,"Zapps, Krunchers","4, 5, 6","Ruffles:8, Utz:6, Kettle Brand:9",3,3,5,,,,,,,,1,1,1,3,1,4,1,"3, 4",1,3,34.2
482,1,Completed,1,2,1,Ontario,1,4,5,3,5,4,2,2,2,1,3,1,"Herrs, Doritos","4, 6, 7, 8","Ruffles:8, Kettle Brand:8, Herr's:7, Other:3",3,4,9,1,2,1,2,"5, 5, 3, 5, 5, 4","It was okay, but nothing special",4,1,3,2,1,4,2,2,,2,4,28.6
576,1,Completed,1,1,6,Ontario,5,5,5,3,2,4,2,4,3,1,4,0,OnionRings,"2, 4, 7","Lay's:5, Ruffles:5, Herr's:7",5,5,7,,,,,,,,2,1,1,8,2,1,2,,2,1,41
472,1,Completed,1,1,6,Saskatchewan,2,1,5,5,3,2,4,3,3,2,2,1,PopChips,"1, 5, 7","Brand X:5, Utz:2, Herr's:7",4,4,8,1,7,1,5,"5, 4, 2, 2, 5, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,7,1,5,1,1,2,2,2,,1,5,6.4
